Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
"Restaurant or Food Service, Food Truck / Food Cart",YELO'D ICE CREAM AND BAKE SHOPPE/ SOSYAL SCOOPS,"101, 10324 - 82 AVENUE NW",463338507-002,Issued,"Jan 28, 2024","Feb 28, 2026",Old Strathcona,5480,Strathcona,papastew,53.518385,-113.495898,"(53.518385032504675, -113.49589810948764)",1,POINT (-113.49589810948764 53.518385032504675)
Residential Rental Accommodation (Long-Term),JASPER HEIGHTS APARTMENTS,10049 - 103 STREET NW,459877768-002,Issued,"Jan 26, 2024","Mar 05, 2025",Downtown,1090,Downtown,O-day'min,53.540219,-113.496875,"(53.54021903133442, -113.49687460195526)",1,POINT (-113.49687460195526 53.54021903133442)
Residential Rental Accommodation (Long-Term),EQUITON RESIDENTIAL INCOME FUND GP INC.,10001 - BELLAMY HILL NW,502568852-001,Issued,"Jul 23, 2024","Jul 22, 2025",Downtown,1090,Downtown,O-day'min,53.538455,-113.494238,"(53.53845503112465, -113.4942376031376)",1,POINT (-113.4942376031376 53.53845503112465)
Retail Sales (Minor),JDD-PROTWELL CANADA LTD.,,376661875-002,Issued,"Sep 27, 2022","Nov 08, 2024",,,,,,,,1,
Retail Sales (Minor),KOOKUM'S HOUSE,9909 - 72 AVENUE NW,370939340-002,Renewal Notice,"Dec 07, 2023","Sep 24, 2024",,6110,CPR Irvine,papastew,53.508260,-113.486813,"(53.50826003202201, -113.48681261491092)",1,POINT (-113.48681261491092 53.50826003202201)
Administration Office / Professional Service,PREMIER SECURITY INC.,,457546221-001,Issued,"Dec 16, 2022","Dec 15, 2024",,,,,,,,1,
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",ALOHA HAWAIIAN POKE & GRILL,11315 - 174 STREET NW,414322150-002,Issued,"Nov 05, 2023","Dec 16, 2024",Northwest Industrial,4030,Armstrong Industrial,Nakota Isga,53.561729,-113.620544,"(53.56172904479571, -113.62054356705373)",1,POINT (-113.62054356705373 53.56172904479571)
"Construction, Contracting, and Labour Service",DM CLEANING & CONTRACTING SERVICES INC.,,510572038-001,Issued,"May 29, 2024","May 28, 2025",,,,,,,,1,
"Retail Sales (Minor), Second Hand Dealer, Commercial School",LONG & MCQUADE MUSICAL INSTRUMENTS,10528 - MAYFIELD ROAD NW,428092294-002,Issued,"Jul 08, 2024","Jul 25, 2025",,4660,Youngstown Industrial,Nakota Isga,53.549858,-113.611152,"(53.549858044371184, -113.61115207314185)",1,POINT (-113.61115207314185 53.549858044371184)
"Personal Service, Retail Sales (Minor)",THE WIG BOUTIQUE,9911 - 48 AVENUE NW,409118122-002,Issued,"Jul 05, 2024","Jun 28, 2025",,6560,Papaschase Industrial,Karhiio,53.485508,-113.487159,"(53.485508033406994, -113.48715912243625)",1,POINT (-113.48715912243625 53.485508033406994)
Administration Office / Professional Service,DLV SOLUTIONS,"10, 3908 - 97 STREET NW",406771292-002,Renewal Notice,"Sep 29, 2023","Sep 02, 2024",,6700,Strathcona Industrial Park,Karhiio,53.474690,-113.480175,"(53.47469003321729, -113.48017512761123)",1,POINT (-113.48017512761123 53.47469003321729)
"Construction, Contracting, and Labour Service",THE GABBY EXPRESS,,506157701-001,Issued,"Apr 23, 2024","Apr 22, 2025",,,,,,,,1,
Retail Sales (Minor),NIMBA AFRICAN FOOD MARKET LTD.,4308 - 118 AVENUE NW,365687214-002,Issued,"Jul 11, 2024","Jul 12, 2025",Beverly,2040,Beacon Heights,Métis,53.570630,-113.408270,"(53.570630019004454, -113.40826961164053)",1,POINT (-113.40826961164053 53.570630019004454)
Health Enhancement Centre (Accredited),THRIVE CHIROPRACTIC & WELLNESS CENTRE,"101, 6050 - ANDREWS WAY SW",343446026-004,Issued,"Feb 14, 2024","Mar 14, 2026",,5505,Ambleside,pihêsiwin,53.429789,-113.592369,"(53.42978904919484, -113.59236911749011)",1,POINT (-113.59236911749011 53.42978904919484)
"Construction, Contracting, and Labour Service",HOMETOWN LANDSCAPING,,401782186-002,Renewal Notice,"Aug 24, 2022","Oct 04, 2024",,,,,,,,1,
"Construction, Contracting, and Labour Service",WALKS AND LAWNS,,422899181-002,Issued,"Apr 02, 2024","Feb 16, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",SHELTECH ELECTRIC LTD.,,356233743-001,Issued,"Feb 05, 2024","Mar 01, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",YOUNG GUNS CONCRETE,11308 - 154 STREET NW,376519623-002,Issued,"Dec 08, 2022","Jan 11, 2025",,4210,High Park Industrial,Anirniq,53.562179,-113.588103,"(53.56217904090441, -113.5881030741567)",1,POINT (-113.5881030741567 53.56217904090441)
"Construction, Contracting, and Labour Service",GENERAL LANDSCAPE,,490834345-001,Issued,"Nov 21, 2023","Nov 20, 2024",,,,,,,,1,
"Retail Sales (Minor), Construction, Contracting, and Labour Service",BITPOS SOLUTIONS LTD,"15, 9353 - 50 STREET NW",393006247-002,Issued,"May 27, 2024","May 27, 2025",,6180,Eastgate Business Park,Métis,53.532254,-113.417279,"(53.53225402234169, -113.41727862247974)",1,POINT (-113.41727862247974 53.53225402234169)
Vehicle Sales and Rental,2512987 ALBERTA LTD.,,489012390-001,Issued,"Jan 30, 2024","Jan 29, 2025",,,,,,,,1,
Cannabis Retail Sales,PLANT LIFE DISPENSARY (WINDERMERE SOUTH) LTD.,17324 - HILLER ROAD SW,465660722-002,Issued,"Jun 14, 2024","Jun 21, 2025",,5570,Windermere,pihêsiwin,53.422175,-113.618654,"(53.422175052766065, -113.61865361416034)",1,POINT (-113.61865361416034 53.422175052766065)
"Retail Sales (Minor), Construction, Contracting, and Labour Service",TOM HARRIS CELLULAR LTD.,"100, 10429 - 178 STREET NW",325680839-002,Issued,"Jul 30, 2024","Sep 09, 2025",,4510,Stone Industrial,Nakota Isga,53.546870,-113.626448,"(53.54687004636805, -113.62644757072702)",1,POINT (-113.62644757072702 53.54687004636805)
"Retail Sales (Major), Wholesale, Warehouse, and Storage",CANADA TIRE PRO,8790 - 51 AVENUE NW,479238933-001,Issued,"Aug 09, 2024","Sep 11, 2026",,6430,McIntyre Industrial,Karhiio,53.488991,-113.461320,"(53.48899103013208, -113.46132012706296)",1,POINT (-113.46132012706296 53.48899103013208)
Retail Sales (Minor),MOBILE EXPRESS,"1731, 8882 - 170 STREET NW",357510846-002,Issued,"Jan 09, 2023","Feb 21, 2025",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
"Construction, Contracting, and Labour Service",THE SIDING SQUAD,,484225467-001,Issued,"Nov 08, 2023","Nov 07, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",GDW WINDOWS & DOORS INC.,,430822603-001,Issued,"Apr 30, 2024","May 02, 2025",,,,,,,,1,
Personal Service,MARIIA SIROMASHENKO,,449670434-002,Issued,"Oct 02, 2023","Oct 17, 2024",,,,,,,,1,
Residential Rental Accommodation (Long-Term),DELTON PLACE,11820 - 88 STREET NW,498290450-001,Issued,"Apr 18, 2024","Apr 17, 2025",,1100,Eastwood,Métis,53.570990,-113.476683,"(53.57099002712161, -113.47668309615796)",1,POINT (-113.47668309615796 53.57099002712161)
Commercial School,ARCHWAYS HEALING COLLEGE,"275, 8702 - MEADOWLARK ROAD NW",387550317-002,Issued,"Mar 28, 2024","Mar 31, 2025",,4310,Meadowlark Park,sipiwiyiniwak,53.519870,-113.597301,"(53.51987004447935, -113.59730108629819)",1,POINT (-113.59730108629819 53.51987004447935)
Restaurant or Food Service,SHIMIAODAO YUNNAN RICE NOODLE,8613 - 109 STREET NW,379563306-002,Issued,"Jan 12, 2024","Jan 06, 2025",,5200,Garneau,papastew,53.522345,-113.511509,"(53.5223450341274, -113.51150860466481)",1,POINT (-113.51150860466481 53.5223450341274)
"Construction, Contracting, and Labour Service",KIDSME LAND LTD.,,473821713-001,Issued,"Jun 19, 2023","Jun 18, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",EXTREME HOUSEKEEPING SERVICES,,452381602-002,Issued,"Sep 28, 2023","Nov 06, 2024",,,,,,,,1,
"Construction, Contracting, and Labour Service",EDM INNOVATIVE RENOVATIONS,,489185667-001,Issued,"Nov 14, 2023","Nov 13, 2025",,,,,,,,1,
"Retail Sales (Minor), Second Hand Dealer, Light Duty Repair Service",CELL@FIX,6193 - CURRENTS DRIVE NW,448988812-002,Issued,"Dec 11, 2023","Oct 24, 2024",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Vehicle Sales and Rental,2571137 ALBERTA INC.,12321 - MOUNT LAWN ROAD NW,495655422-001,Issued,"Mar 07, 2024","Mar 06, 2025",,1270,Yellowhead Corridor East,Métis,53.578451,-113.451717,"(53.57845102371182, -113.45171709925496)",1,POINT (-113.45171709925496 53.57845102371182)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Spectator Entertainment",FAN PARK AND ICE DISTRICT PLAZA,10220 - 104 AVENUE NW,497643169-001,Issued,"Feb 02, 2024","Feb 01, 2025",Downtown,1090,Downtown,O-day'min,53.547059,-113.497581,"(53.547059031015884, -113.49758109950344)",1,POINT (-113.49758109950344 53.547059031015884)
Retail Sales (Minor),FANCY BY KAY,,472109874-001,Issued,"Jun 11, 2024","Jun 12, 2025",,,,,,,,1,
Personal Service,IRINAS TAILOR SHOP,,385199290-002,Issued,"Jan 23, 2024","Feb 15, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",SUPREME CLEAN CONCEPTS,,502953138-001,Issued,"Apr 02, 2024","Apr 01, 2025",,,,,,,,1,
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",NV 199 RESTAURANT AND BAR,20015 - LESSARD ROAD NW,430312069-002,Issued,"Aug 12, 2024","Sep 22, 2025",,4462,Edgemont,sipiwiyiniwak,53.476418,-113.673284,"(53.4764180560706, -113.67328358388215)",1,POINT (-113.67328358388215 53.4764180560706)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",ROYAL BISTRO LTD.,9995 - 178 STREET NW,416432432-002,Issued,"Jun 23, 2024","May 11, 2025",,4540,Terra Losa,Nakota Isga,53.537069,-113.625651,"(53.537069046846696, -113.6256510741954)",1,POINT (-113.6256510741954 53.537069046846696)
"Construction, Contracting, and Labour Service",ROCKWAY ELECTRIC AND CONTROLS INC.,,459447899-001,Issued,"Jan 06, 2024","Jan 04, 2025",,,,,,,,1,
"Administration Office / Professional Service, Manufacturer",FOURIEN INC.,4407 - 68 AVENUE NW,363783460-002,Issued,"Aug 19, 2024","Sep 10, 2025",,6590,Pylypow Industrial,Sspomitapi,53.504507,-113.411330,"(53.504507023277085, -113.41132963309425)",1,POINT (-113.41132963309425 53.504507023277085)
Retail Sales (Minor),EDMONTON RAW PET FOOD,,385667040-002,Issued,"Apr 25, 2024","Apr 25, 2025",,,,,,,,1,
Commercial School,THE ADRIAN ZORZUT SCHOOL OF FINE ART,10248 - 106 STREET NW,406303505-002,Issued,"Aug 19, 2024","Sep 30, 2025",Downtown,1090,Downtown,O-day'min,53.544287,-113.503436,"(53.544287031875484, -113.50343559912089)",1,POINT (-113.50343559912089 53.544287031875484)
Vehicle Sales and Rental,AMT MOTORS,,435672828-002,Issued,"Jun 26, 2024","Jul 28, 2025",,,,,,,,1,
Administration Office / Professional Service,MEDICAL RX BRACING,"202, 9509 - 156 STREET NW",326259298-002,Issued,"Aug 20, 2024","Sep 29, 2026",,4580,West Jasper Place,Nakota Isga,53.531822,-113.589057,"(53.531822042796904, -113.58905708413448)",1,POINT (-113.58905708413448 53.531822042796904)
"Construction, Contracting, and Labour Service",TK SOLUTIONS INC.,,478720593-001,Issued,"Nov 08, 2023","Nov 07, 2024",,,,,,,,1,
Food Truck / Food Cart,HEMA'S LEMONADE,,474586401-001,Issued,"May 22, 2024","Jun 21, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",FAITH RENOVATION INC.,,466385629-002,Issued,"Mar 31, 2024","Apr 02, 2025",,,,,,,,1,
"Delivery and Logistic Service, Wholesale, Warehouse, and Storage",BURLY BOYZ MOVING,12868 - 184 STREET NW,367730813-002,Issued,"Dec 29, 2023","Feb 09, 2025",,4475,Kinokamau Plains Area,Nakota Isga,53.583896,-113.644389,"(53.5838960463441, -113.6443890542656)",1,POINT (-113.6443890542656 53.5838960463441)
"Construction, Contracting, and Labour Service",A1 MASONRY LTD.,4438 - ELENIAK ROAD NW,457847546-002,Issued,"Dec 10, 2023","Jan 18, 2025",,6590,Pylypow Industrial,Sspomitapi,53.503247,-113.414538,"(53.5032470237327, -113.41453813279497)",1,POINT (-113.41453813279497 53.5032470237327)
Administration Office / Professional Service,CLARITY DEVELOPMENT ADVISORY,"354, 10113 - 104 STREET NW",496291054-001,Issued,"Jan 25, 2024","Jan 24, 2025",Downtown,1090,Downtown,O-day'min,53.541272,-113.498873,"(53.54127203151011, -113.49887260115445)",1,POINT (-113.49887260115445 53.54127203151011)
"Construction, Contracting, and Labour Service",CUSTOM SWEEP LTD.,,356117158-002,Issued,"Jan 15, 2024","Feb 26, 2026",,,,,,,,1,
"Construction, Contracting, and Labour Service",2381903 ALBERTA LTD.,,488573978-001,Issued,"Jan 02, 2024","Jan 01, 2025",,,,,,,,1,
Administration Office / Professional Service,121663 ALBERTA LTD O/A PRIME STAFFING SERVICES,10335 - 95 STREET NW,432357359-002,Issued,"Jun 05, 2024","Jun 05, 2025",,1020,Boyle Street,O-day'min,53.547824,-113.479761,"(53.5478240288511, -113.4797611032422)",1,POINT (-113.4797611032422 53.5478240288511)
"Alcohol Sales (Consumption Off-Premises), Retail Sales (Minor)",STEPH'S WONDERS,,502250679-001,Issued,"Mar 12, 2024","Mar 11, 2025",,,,,,,,1,
Delivery and Logistic Service,ARSHNOOR TRUCKING LTD.,,460469566-002,Issued,"Dec 04, 2023","Jan 16, 2025",,,,,,,,1,
"Vehicle Repair, Maintenance, and Modification",ELEGANT MOTORS,,468438210-002,Issued,"Apr 23, 2024","Jun 01, 2025",,,,,,,,1,
Restaurant or Food Service,SHAWARMA AND PIZZA ZONE,6554 - 170 AVENUE NW,466282964-002,Issued,"Mar 12, 2024","Mar 28, 2025",,2522,McConachie,Dene,53.632946,-113.441714,"(53.63294601931887, -113.44171358316002)",1,POINT (-113.44171358316002 53.63294601931887)
Administration Office / Professional Service,ANVL CREATIVE INC,,350977967-002,Issued,"May 15, 2024","May 10, 2025",,,,,,,,1,
Personal Service,BLINK FACIALS,,494327373-001,Issued,"Jan 18, 2024","Jan 17, 2025",,,,,,,,1,
Financial Service,A TO Z PROFESSIONAL SERVICES,,361250449-002,Issued,"Apr 26, 2024","May 31, 2026",,,,,,,,1,
Administration Office / Professional Service,METAFOR ARCHITECTURE INC.,"200, 11460 - JASPER AVENUE NW",405195432-002,Issued,"Jul 29, 2024","Sep 07, 2025",,1150,Oliver,O-day'min,53.541281,-113.519159,"(53.541281033922886, -113.51915859660599)",1,POINT (-113.51915859660599 53.541281033922886)
"Construction, Contracting, and Labour Service",JV PAINTING & DECORATING LTD.,,459214606-002,Issued,"Nov 27, 2023","Jan 08, 2025",,,,,,,,1,
Health Enhancement Centre (Accredited / Independent),MASSAGE DETOX PARFAIT BY PRINCE,,459000851-002,Issued,"Dec 13, 2023","Dec 29, 2024",,,,,,,,1,
"Construction, Contracting, and Labour Service",ART HOMES,4212 - 98 STREET NW,477502695-001,Issued,"Jun 02, 2024","Jul 13, 2026",,6700,Strathcona Industrial Park,Karhiio,53.479325,-113.482844,"(53.47932503326, -113.4828436254669)",1,POINT (-113.4828436254669 53.47932503326)
"Construction, Contracting, and Labour Service",COLOUR ENVY PAINTING,11511 - 160 STREET NW,370199272-002,Issued,"Dec 14, 2022","Jan 26, 2025",,4010,Alberta Park Industrial,Nakota Isga,53.565545,-113.596226,"(53.565545041675065, -113.5962255712084)",1,POINT (-113.5962255712084 53.565545041675065)
Administration Office / Professional Service,"SKODEN LEARNING GROUP, INC.",,435576859-002,Issued,"Jul 16, 2024","Aug 09, 2025",,,,,,,,1,
Administration Office / Professional Service,ELITE GLOBAL GROUP,"201, 2311 - 90B STREET SW",453494655-002,Issued,"Dec 08, 2022","Dec 07, 2024",,6213,Summerside,Karhiio,53.412257,-113.479415,"(53.41225703682858, -113.47941464856495)",1,POINT (-113.47941464856495 53.41225703682858)
"Construction, Contracting, and Labour Service",SOLID SECURITY CONTROLS LTD.,Non Resident Business,491238488-001,Issued,"Jan 02, 2024","Jan 01, 2025",,,,,,,,1,
"Retail Sales (Minor), Construction, Contracting, and Labour Service",THE FLOORING INSTALLERS,"REAR, 10047 - 80 AVENUE NW",482176862-001,Issued,"Nov 29, 2023","Nov 28, 2024",Old Strathcona,6610,Ritchie,papastew,53.515847,-113.490471,"(53.51584703200918, -113.49047111155306)",1,POINT (-113.49047111155306 53.51584703200918)
Personal Service,FAMILY SCISSORS HAIR SALON,,461190806-002,Issued,"Apr 24, 2024","May 18, 2026",,,,,,,,1,
Financial Service,ROYNAT INC,"2100, 10220 - 103 AVENUE NW",389452968-002,Issued,"Mar 24, 2023","Mar 05, 2025",Downtown,1090,Downtown,O-day'min,53.545358,-113.497010,"(53.545358031048, -113.49700960020199)",1,POINT (-113.49700960020199 53.545358031048)
Restaurant or Food Service,BLOOM COOKIE CO,5010 - 106 AVENUE NW,465614052-002,Issued,"Jun 14, 2024","Jul 26, 2026",,6061,Capilano,Métis,53.551775,-113.419691,"(53.55177502147511, -113.41969061539892)",1,POINT (-113.41969061539892 53.55177502147511)
Administration Office / Professional Service,UNIVERSAL BIOMATRIX INC.,"4, 10032 - 29A AVENUE NW",472491523-001,Issued,"May 03, 2024","May 31, 2025",,6570,Parsons Industrial,Karhiio,53.460668,-113.487668,"(53.46066803493678, -113.48766763060931)",1,POINT (-113.48766763060931 53.46066803493678)
Restaurant or Food Service,STOPGAP COFFEE,9749 - 111 STREET NW,418865072-002,Issued,"Jan 31, 2024","Mar 14, 2026",,1150,Oliver,O-day'min,53.535503,-113.511833,"(53.53550303339126, -113.5118326001842)",1,POINT (-113.5118326001842 53.53550303339126)
Health Enhancement Centre (Accredited / Independent),ACTIVE LIFE CENTRE LTD.,3339 - 118 AVENUE NW,506203783-001,Issued,"Jun 03, 2024","Jun 02, 2025",Beverly,2660,Rundle Heights,Métis,53.569901,-113.392461,"(53.56990101716781, -113.39246111543851)",1,POINT (-113.39246111543851 53.56990101716781)
"Vehicle Repair, Maintenance, and Modification",EZ WRAP & SIGN,10927 - 166A STREET NW,395929753-002,Issued,"Jun 06, 2024","Jun 08, 2025",,4600,West Sheffield Industrial,Nakota Isga,53.557013,-113.607057,"(53.55701304346467, -113.60705707165373)",1,POINT (-113.60705707165373 53.55701304346467)
Health Enhancement Centre (Accredited),BEST BALANCE WELLNESS CENTRE INC.,,503340917-001,Issued,"Apr 03, 2024","Apr 02, 2026",,,,,,,,1,
Retail Sales (Minor),FONE FIX CORP.,"406, 1 - WESTMOUNT SHOPPING CENTRE NW",399458385-002,Issued,"Jun 21, 2024","Jul 11, 2025",The Crossroads,3450,Woodcroft,Anirniq,53.561288,-113.553570,"(53.561288036843834, -113.55357008218456)",1,POINT (-113.55357008218456 53.561288036843834)
Personal Service,CHICA BOOM PERMANENT,,514356796-001,Issued,"Jun 05, 2024","Jun 04, 2025",,,,,,,,1,
Retail Sales (Minor),BEST VALUE BODY SHOP SUPPLIES,12334 - 67 STREET NW,440389437-002,Renewal Notice,"Sep 12, 2022","Sep 11, 2024",,2360,Industrial Heights,Métis,53.579297,-113.444949,"(53.57929702285672, -113.44494910049043)",1,POINT (-113.44494910049043 53.57929702285672)
Residential Rental Accommodation (Long-Term),DEVONSHIRE,10630 - 108 STREET NW,399471390-002,Issued,"Jun 09, 2024","Jul 07, 2026",North Edge,1030,Central McDougall,O-day'min,53.550407,-113.507121,"(53.55040703195399, -113.50712109624216)",1,POINT (-113.50712109624216 53.55040703195399)
"Construction, Contracting, and Labour Service",OLSEN CLEANING SOLUTIONS,,471669512-001,Issued,"Jul 03, 2024","May 18, 2025",,,,,,,,1,
Designated Driver Service,DEDICATED DESIGNATED DRIVERS INC.,"2FL, 10303 - 65 AVENUE NW",344135608-002,Issued,"Feb 15, 2024","Jan 27, 2025",,5151,Strathcona Junction,papastew,53.501348,-113.494940,"(53.50134803339579, -113.49493961540131)",1,POINT (-113.49493961540131 53.50134803339579)
"Wholesale, Warehouse, and Storage, Industrial Equipment Sales, Rental, and Repair, Manufacturer",H2NANO INC.,4633 - 92 AVENUE NW,452966498-002,Issued,"Feb 20, 2024","Apr 02, 2025",,6380,Lambton Industrial,Métis,53.526179,-113.414124,"(53.526179022326126, -113.41412412522118)",1,POINT (-113.41412412522118 53.526179022326126)
"Administration Office / Professional Service, Retail Sales (Minor), Manufacturer",THE PRINT SHOP AND MORE LTD.,2945 - 101 STREET NW,503506347-001,Issued,"Apr 03, 2024","Apr 02, 2025",,6570,Parsons Industrial,Karhiio,53.459588,-113.489076,"(53.45958803516794, -113.48907613065393)",1,POINT (-113.48907613065393 53.45958803516794)
"Wholesale, Warehouse, and Storage, Manufacturer",NATURAL FIBRE TECHNOLOGIES,1810 - 66 AVENUE NW,436526710-002,Issued,"Aug 02, 2023","Aug 01, 2025",,6690,Southeast Industrial,Sspomitapi,53.503895,-113.372706,"(53.50389501872826, -113.37270614197277)",1,POINT (-113.37270614197277 53.50389501872826)
Delivery and Logistic Service,SANDHUZ AND SARDAR TRANSPORT LTD.,,475315675-001,Issued,"Jul 15, 2024","Jun 20, 2025",,,,,,,,1,
